cell_id,centroid_x,centroid_y,area_pixels,area_microns_sq,perimeter_microns,equivalent_diameter_microns,major_axis_microns,minor_axis_microns,aspect_ratio,eccentricity,solidity,circularity,roundness,mean_green_intensity,max_green_intensity,min_green_intensity,green_intensity_std,mean_chlorophyll_intensity,max_chlorophyll_intensity,chlorophyll_intensity_std,chlorophyll_density,mean_red,mean_green,mean_blue,std_red,std_green,std_blue,color_variation,high_chlorophyll,biomass_estimate,cell_type,health_status,size_category,chlorophyll_category,cluster_id,timestamp,image_path
31,657.3317307692307,115.02884615384616,104.0,26.0,24.263455967290593,5.753627391751592,9.735955774032231,3.9339024191013587,2.474884920062726,0.9147328406247229,0.8188976377952756,2.2199228624342586,1.3969674053328864,0.5188164724470894,0.6369137216317495,0.37477898362248957,0.05233820868061086,0.08304476873608704,0.08304476873608706,1.3877787807814457e-17,0.0031940295667725787,0.4769984917043741,0.48092006033182505,0.45739064856711914,0.013354805843493496,0.013354805843493496,0.013354805843493496,0.02830789025705607,False,6.792057088901961,small_low,moderate,small,low,0,Day3_Morning,C:\Users\Aun\Desktop\Projects\bioimaging\2-2205.jfif
32,621.1319444444445,119.64583333333333,72.0,18.0,19.020815280171306,4.787307364817192,7.068072323317907,3.898885000821563,1.8128445239673754,0.834096016351479,0.7422680412371134,2.50082962009687,1.835019339107413,0.5978070782618311,0.8965313560975868,0.42428250156790326,0.10145776296555548,0.11027862888955625,0.13881780968866855,0.025054957448752316,0.006126590493864236,0.5142156862745098,0.5219498910675382,0.4965141612200436,0.031851849989121606,0.03163128413224289,0.031681185792792776,0.06209015329153972,False,5.772469274373751,small_medium,healthy,small,medium,4,Day3_Morning,C:\Users\Aun\Desktop\Projects\bioimaging\2-2205.jfif
33,602.0205223880597,124.06343283582089,268.0,67.0,40.54163056034262,9.23618154310838,14.60150524680549,6.309871510353157,2.3140733092341934,0.9018072853115161,0.8297213622291022,2.049001302639667,1.6004778017969536,0.5866879481898474,0.8999083556200258,0.38914682187025335,0.10466276042593126,0.1327560601836132,0.15266021161981963,0.025011844239383463,0.001981433734083779,0.5246561311091601,0.5340503365525314,0.5077846063798653,0.03274969507639465,0.03227061922625032,0.032461122507202386,0.06222916837843487,False,21.710718290866524,large_medium,moderate,large,medium,0,Day3_Morning,C:\Users\Aun\Desktop\Projects\bioimaging\2-2205.jfif
34,670.7372013651877,130.02559726962457,293.0,73.25,78.7193000900063,9.657370069115643,16.859641923497385,16.71203969691,1.0088320892760132,0.13203365805930412,0.3653366583541147,0.594175904963808,1.3124447981472258,0.5162554320506818,0.6119370632898367,0.4484570855939653,0.027164947283508104,0.08304642172966475,0.08310660052888272,9.234328381363454e-06,0.001133739545797471,0.4854045372415178,0.48932610586896874,0.46579669410426283,0.00954714310736743,0.00954714310736743,0.00954714310736743,0.01988260033820692,False,16.530006209155857,large_low,stressed,large,low,2,Day3_Morning,C:\Users\Aun\Desktop\Projects\bioimaging\2-2205.jfif
35,650.8836565096952,128.2742382271468,361.0,90.25,76.70458146424487,10.71960208740737,19.09176401661658,10.777087266726603,1.77151428248715,0.8254407165352431,0.5453172205438066,0.7710356464862075,1.2610293805605814,0.5325566707721094,0.8366421910759949,0.332318767271929,0.09528890211990114,0.08373097941323038,0.13442149759938338,0.0054261836833549475,0.0009277670849111399,0.4970941285101298,0.5011243278474825,0.4775406007278257,0.02662301350289752,0.026559366614079108,0.026587259170965348,0.05405329474682924,False,21.228285697130794,large_low,stressed,large,low,2,Day3_Morning,C:\Users\Aun\Desktop\Projects\bioimaging\2-2205.jfif
36,692.8809523809524,137.1156462585034,147.0,36.75,32.384776310850235,6.840435166640879,13.089777589203191,4.893349725734773,2.675013706942367,0.9274972968427543,0.7205882352941176,1.761348912222521,1.092352780571152,0.5203638198245676,0.6027222091218921,0.4672998057862845,0.023169384425946127,0.11325664976900171,0.1329996599008078,0.023348438497302032,0.003081813599156509,0.47581699346405226,0.4845404828598106,0.45861011071095104,0.005181862530536554,0.006662181037689813,0.005653959460430521,0.012331502980432478,False,10.17420007405696,medium_medium,moderate,medium,medium,0,Day3_Morning,C:\Users\Aun\Desktop\Projects\bioimaging\2-2205.jfif
37,629.2857142857143,144.6868131868132,91.0,22.75,22.64213562373095,5.382025607773058,7.254381149009652,5.492611918475372,1.3207525411741283,0.6532478894585887,0.7583333333333333,2.230573207967507,2.201662630893953,0.5312972912874648,0.8167615741575577,0.38662252653304063,0.09377437514977173,0.08298293346524856,0.08298293346524856,0.0,0.0036476014709999364,0.523637147166559,0.5275587157940099,0.504029304029304,0.02073747255029505,0.02073747255029505,0.02073747255029505,0.04000219323308459,False,6.051207241208417,small_low,moderate,small,low,4,Day3_Morning,C:\Users\Aun\Desktop\Projects\bioimaging\2-2205.jfif
38,632.9093264248704,149.93264248704662,193.0,48.25,46.09493141924172,7.837972188868215,15.77268810194185,6.5207945071125,2.4188291909425956,0.9105390125526328,0.5902140672782875,1.141460340429344,0.9877703751179343,0.5398471930356247,0.8760105194575661,0.3006252767943766,0.1309411204313827,0.08298293346524854,0.08298293346524856,1.3877787807814457e-17,0.0017198535433212132,0.5289444275119374,0.5328659961393883,0.5093365843746825,0.03167367807759482,0.03167367807759482,0.03167367807759482,0.06047876726199481,False,11.828929329227934,medium_low,stressed,medium,low,0,Day3_Morning,C:\Users\Aun\Desktop\Projects\bioimaging\2-2205.jfif
39,261.0769230769231,153.41666666666666,78.0,19.5,16.242640687119284,4.982787485166879,6.712101940601733,3.8194313343481094,1.7573563583248282,0.8223122304125035,0.975,3.715276943830497,2.204385947452722,0.147876234014393,0.17933539909551752,0.13446380431223892,0.010343211824854518,0.22242176642662415,0.24633329069197168,0.033307617349934336,0.011406244432134572,0.41538461538461535,0.42619406737053794,0.4002513826043238,0.020748797935466228,0.02039151476097403,0.021009149822434393,0.0500466724494096,False,5.350512059664363,small_high,healthy,small,high,1,Day3_Morning,C:\Users\Aun\Desktop\Projects\bioimaging\2-2205.jfif
40,620.4654255319149,148.8125,376.0,94.0,83.22234841721124,10.940041919714261,24.524934869703994,11.448273433661473,2.1422387412230286,0.8843621836848501,0.45246690734055356,0.682209519671944,0.7959434957497824,0.57501252067493,0.9180794024919787,0.29028991651553404,0.13367835427734615,0.13095564386092404,0.1443905495156937,0.018703795633785728,0.0013931451474566386,0.5336983729662077,0.5443158114309553,0.5174384647476012,0.031913964814524166,0.03206502646203574,0.03195955330996754,0.06013249258005551,False,26.52631312267075,large_medium,stressed,large,medium,2,Day3_Morning,C:\Users\Aun\Desktop\Projects\bioimaging\2-2205.jfif
41,252.69138755980862,154.20095693779905,209.0,52.25,28.65685424949238,8.156394191823509,11.8663171654394,5.77790169762237,2.0537416152861234,0.8734487071926741,0.9631336405529954,3.198152144592813,1.889837666088478,0.1684580447798595,0.3089931550871744,0.13736936162520022,0.029049199271793988,0.24957886285189662,0.29629957616750946,0.04356056193346391,0.004776628954103285,0.44011633361478564,0.4542827657378741,0.4277136691997373,0.04038866458702459,0.04192164285082595,0.04263631403774889,0.09450526796772832,False,15.53280859667163,medium_high,healthy,medium,high,1,Day3_Morning,C:\Users\Aun\Desktop\Projects\bioimaging\2-2205.jfif
42,611.0060975609756,161.54268292682926,164.0,41.0,29.798989873223327,7.225151993843567,10.159968130812048,5.722351210909948,1.7754883886612136,0.8263033637673279,0.803921568627451,2.320868995713129,2.022876062841337,0.5491957564293966,0.9165848571917595,0.31992388314571785,0.12859002697391264,0.1473822649274028,0.1508009536410189,0.004183744044048014,0.003594689388473239,0.5402439024390243,0.5519607843137255,0.5245337159253946,0.03295239841213611,0.03293962500047095,0.03294459784792958,0.06113334173098921,False,13.534448480786837,medium_high,moderate,medium,high,4,Day3_Morning,C:\Users\Aun\Desktop\Projects\bioimaging\2-2205.jfif
