cell_id,centroid_x,centroid_y,area_pixels,area_microns_sq,perimeter_microns,equivalent_diameter_microns,major_axis_microns,minor_axis_microns,aspect_ratio,eccentricity,solidity,circularity,roundness,mean_green_intensity,max_green_intensity,min_green_intensity,green_intensity_std,mean_chlorophyll_intensity,max_chlorophyll_intensity,chlorophyll_intensity_std,chlorophyll_density,mean_red,mean_green,mean_blue,std_red,std_green,std_blue,color_variation,high_chlorophyll,biomass_estimate,cell_type,health_status,size_category,chlorophyll_category,cluster_id,timestamp,image_path
11,439.69375,54.565625,160.0,40.0,27.263455967290593,7.136496464611085,8.801895847578454,6.122262509757416,1.4376867756895995,0.7184662719055807,0.8602150537634409,2.7050047540735527,2.629527098308883,0.5655188818412181,0.8615417436453415,0.3405451899390876,0.10406777887064012,0.12370142068809083,0.13649851632047477,0.020419783426287433,0.0030925355172022706,0.5495098039215687,0.5599019607843138,0.5340931372549019,0.03310112312554125,0.03238545603197641,0.033644730240165205,0.0603170147405184,False,13.022460084971213,medium_medium,healthy,medium,medium,2,Day2_Evening,C:\Users\Aun\Desktop\Projects\bioimaging\1-2305 - Copy.jfif
12,162.65040650406505,55.86585365853659,123.0,30.75,29.298989873223334,6.257165172872317,11.37570450882648,3.9458187324987604,2.882976963724487,0.9379155544367908,0.7735849056603774,1.800568632786269,1.2102041145838678,0.5418506973526321,0.7992186341198628,0.27550410218264465,0.09807805763939938,0.15505808062531662,0.155965212992269,0.0004884067224843834,0.00504253920732737,0.5486051331101547,0.5525267017376057,0.5289972899728997,0.03635961170616505,0.03635961170616505,0.03635961170616505,0.06691422995739403,False,9.837187508416894,medium_high,moderate,medium,high,0,Day2_Evening,C:\Users\Aun\Desktop\Projects\bioimaging\1-2305 - Copy.jfif
13,11.957345971563981,57.71327014218009,422.0,105.5,78.66904755831213,11.589942707777277,22.959069305578144,9.712019997887342,2.3639849702299247,0.9061228968671415,0.5431145431145431,0.8568691961724827,1.0193281349003547,0.5386251924806049,0.8895445789396803,0.08829710332318313,0.1411623556434872,0.1553821091142745,0.16308110781404547,0.017209267286260925,0.0014728162001353034,0.5160208159093022,0.5271629030759223,0.500957160115231,0.05073261142063527,0.05091502272840488,0.05059015872276902,0.09859061108497807,False,30.966457503236107,large_high,stressed,large,high,4,Day2_Evening,C:\Users\Aun\Desktop\Projects\bioimaging\1-2305 - Copy.jfif
14,454.4347826086956,55.29483695652174,368.0,92.0,67.7193000900063,10.823032759612019,23.39593632264867,7.5518173318605815,3.0980537921571374,0.946472898072655,0.5317919075144508,1.008399823616993,0.8560065266523746,0.546686676526174,0.8415907683834192,0.20753757138988588,0.10988047289059082,0.103493713800003,0.1638154439949271,0.025027818262417786,0.001124931671739163,0.5447996589940324,0.55288789428815,0.5294330775788576,0.03734445957256111,0.03612208017976133,0.03655166414381491,0.06761527191620569,False,23.94717478108155,large_low,stressed,large,low,0,Day2_Evening,C:\Users\Aun\Desktop\Projects\bioimaging\1-2305 - Copy.jfif
15,659.2043010752689,57.86021505376344,93.0,23.25,19.727922061357855,5.440847306724618,7.238612072909938,4.295345396864394,1.685222352128919,0.8049125088978482,0.8691588785046729,3.0028257097823716,2.259864820724576,0.5664340614582029,0.6657484020629221,0.4110359552538692,0.051307562002675874,0.08366755026123956,0.08370426952677316,2.9325535198602692e-05,0.003598604312311379,0.5070630402698715,0.5109846088973224,0.4874551971326165,0.013060736703423776,0.013060736703423776,0.013060736703423784,0.02602599537195991,False,6.907838224167035,small_low,healthy,small,low,2,Day2_Evening,C:\Users\Aun\Desktop\Projects\bioimaging\1-2305 - Copy.jfif
16,19.8705035971223,60.4910071942446,278.0,69.5,47.81980515339464,9.40692023773423,17.584092565656245,5.726174851117469,3.070827039489493,0.9454920527629436,0.7637362637362637,1.5277034364039481,1.1447614392181065,0.5684517630024922,0.8931012300680842,0.18757621530982757,0.12380604952848562,0.1537829401796479,0.16308110781404547,0.018063844806285166,0.0022127041752467323,0.526209620538863,0.5364790520524757,0.509775708844689,0.044413371578213366,0.04443981595761307,0.04439988130026927,0.08474154989406152,False,22.28738435021019,large_high,stressed,large,high,0,Day2_Evening,C:\Users\Aun\Desktop\Projects\bioimaging\1-2305 - Copy.jfif
17,9.712609970674487,136.74486803519062,341.0,85.25,57.42335854398791,10.418429401242426,16.842424007863254,8.4158239614382,2.0012804551326444,0.8662100245476685,0.6973415132924335,1.2995322559527878,1.5305774289134257,0.569687597188434,0.9456071839102593,0.19815725761036768,0.1449565691843473,0.1206894508374285,0.1602798718306952,0.02897610834773342,0.0014157120332836189,0.6263009602668047,0.6327985739750446,0.6087976539589443,0.04549897627260947,0.045546645428137994,0.0455079572763039,0.07310551128811499,False,24.60123233498863,large_medium,stressed,large,medium,4,Day2_Evening,C:\Users\Aun\Desktop\Projects\bioimaging\1-2305 - Copy.jfif
18,754.9538461538461,155.07692307692307,65.0,16.25,17.435028842544405,4.54864184146723,6.803620562024099,3.3623008156067935,2.0235014459276606,0.8693522881416954,0.8227848101265823,2.6870631946819854,1.7879003329604395,0.5839911307850839,0.7932946128235621,0.2917194488061409,0.10571360518305542,0.08444609297725025,0.08444609297725025,0.0,0.005196682644753862,0.5965610859728506,0.6004826546003017,0.5769532428355958,0.025410085901640192,0.025410085901640192,0.025410085901640192,0.04297090604880488,False,4.830638730326013,small_low,healthy,small,low,2,Day2_Evening,C:\Users\Aun\Desktop\Projects\bioimaging\1-2305 - Copy.jfif
19,4.779411764705882,158.36029411764707,68.0,17.0,18.106601717798213,4.652426491681278,6.437856681526078,4.013755065002405,1.6039485661844244,0.7818541405984045,0.7816091954022989,2.6064228794865785,2.08899029721135,0.6554881007044953,0.9219607744513273,0.34930622646327447,0.13314352480927824,0.11122137508643722,0.11570479389462224,0.0005510547432883848,0.006542433828613954,0.6682814302191464,0.6722029988465974,0.6486735870818916,0.03489609798819042,0.03489609798819042,0.03489609798819042,0.052629450810207166,False,5.882817085093067,small_medium,healthy,small,medium,2,Day2_Evening,C:\Users\Aun\Desktop\Projects\bioimaging\1-2305 - Copy.jfif
20,22.75,164.09574468085106,94.0,23.5,21.020815280171306,5.4700209598571305,8.277015867901317,4.084698416265799,2.0263468742125896,0.8697464073058195,0.8103448275862069,2.673244031544894,1.746989910003736,0.7167463518361117,0.9178613047708565,0.23942129459258932,0.14888925163278446,0.11093567377297317,0.11109050445103856,7.075843705823038e-05,0.004720666969062688,0.6809762202753442,0.6888193575302461,0.6692115143929913,0.037307375586533596,0.037307375586533596,0.037307375586533596,0.054890503906447695,False,8.716598458799481,small_medium,healthy,small,medium,2,Day2_Evening,C:\Users\Aun\Desktop\Projects\bioimaging\1-2305 - Copy.jfif
