cell_id,area_pixels,perimeter_pixels,centroid_x,centroid_y,major_axis_length,minor_axis_length,eccentricity,solidity,extent,circularity,aspect_ratio,mean_red,mean_green,mean_blue,chlorophyll_index,mean_hue,mean_saturation,mean_value,is_green_cell,area_microns_sq,perimeter_microns,major_axis_microns,minor_axis_microns,equivalent_diameter_microns,biomass_estimate_pg,health_score,size_category,source_image,image_index
1,229.0,63.79898987322333,22.100436681222707,513.7117903930131,19.45616215258694,15.66412133932172,0.5931415268416755,0.8807692307692307,0.7633333333333333,0.7069972770474011,1.2420844892043859,199.15720524017468,227.0131004366812,254.292576419214,0.5699344398883274,209.70244083524,0.21683579156654428,0.9972257898792706,False,57.25,31.899494936611664,9.72808107629347,7.83206066966086,8.537737635702333,12.871948667876993,0.758883311513624,small,20250609_185256_image-test-1.png,0
2,197.0,70.42031021678297,20.243654822335024,501.20812182741116,23.245775362281353,12.870347014028232,0.8327402165661798,0.7817460317460317,0.5794117647058824,0.4992064895053891,1.8061498525987112,192.73604060913706,223.44162436548223,249.21827411167513,0.5796570886773047,207.2588403695792,0.22659016443948427,0.9773265651438242,False,49.25,35.21015510839148,11.622887681140677,6.435173507014116,7.918778161951929,10.90782388642427,0.6701667148438583,very_small,20250609_185256_image-test-1.png,0
